canonical_smiles,parent_molecule_chembl_id,parent_pref_name,approved_chembl_ids,approved_pref_names,first_approvals,withdrawn_flags
OCc1ccccc1,CHEMBL720,BENZYL ALCOHOL,CHEMBL720,BENZYL ALCOHOL,2009,False
Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C,CHEMBL28318,PROPYPHENAZONE,CHEMBL28318,PROPYPHENAZONE,,True
CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,CHEMBL27810,CELIPROLOL,CHEMBL27810;CHEMBL1742424,CELIPROLOL;CELIPROLOL HYDROCHLORIDE,,False
CC(C)(C)NCC(O)COc1cccc2c1SCCC2,CHEMBL434200,TERTATOLOL,CHEMBL434200,TERTATOLOL,,False
COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,CHEMBL723,CARVEDILOL,CHEMBL723;CHEMBL1201167,CARVEDILOL;CARVEDILOL PHOSPHATE,1995;2006,False
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,CHEMBL726,FLUPHENAZINE,CHEMBL726;CHEMBL1448187,FLUPHENAZINE;FLUPHENAZINE HYDROCHLORIDE,1959,False
Nc1nc2[nH]cnc2c(=S)[nH]1,CHEMBL727,THIOGUANINE,CHEMBL727,THIOGUANINE,1966,False
C[C@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1,CHEMBL27193,DILEVALOL,CHEMBL27193;CHEMBL1204165,DILEVALOL;DILEVALOL HYDROCHLORIDE,1990,True
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,CHEMBL728,PROCHLORPERAZINE,CHEMBL728;CHEMBL1201154;CHEMBL1314751,PROCHLORPERAZINE;PROCHLORPERAZINE EDISYLATE;PROCHLORPERAZINE MALEATE,1956;1957,False
Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,CHEMBL729,LOPINAVIR,CHEMBL729,LOPINAVIR,2000,False
O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],CHEMBL730,NITROGLYCERIN,CHEMBL730,NITROGLYCERIN,1981,False
CC(=O)NO,CHEMBL734,ACETOHYDROXAMIC ACID,CHEMBL734,ACETOHYDROXAMIC ACID,1983,False
O=C(NCCO[N+](=O)[O-])c1cccnc1,CHEMBL284906,NICORANDIL,CHEMBL284906,NICORANDIL,,False
CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1,CHEMBL282121,MEBEVERINE,CHEMBL282121;CHEMBL1446650,MEBEVERINE;MEBEVERINE HYDROCHLORIDE,,False
Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,CHEMBL741,LAMOTRIGINE,CHEMBL741,LAMOTRIGINE,1994,False
CNC1(c2ccccc2Cl)CCCCC1=O,CHEMBL742,KETAMINE,CHEMBL742;CHEMBL1714,KETAMINE;KETAMINE HYDROCHLORIDE,1970,False
Nc1nc2ccc(OC(F)(F)F)cc2s1,CHEMBL744,RILUZOLE,CHEMBL744,RILUZOLE,1995,False
CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,CHEMBL746,NEDOCROMIL,CHEMBL746;CHEMBL915,NEDOCROMIL;NEDOCROMIL SODIUM,1992,False
C[n+]1ccccc1C=NO,CHEMBL1420,PRALIDOXIME,CHEMBL748;CHEMBL1420,PRALIDOXIME CHLORIDE;PRALIDOXIME,1964,False
NS(=O)(=O)Cc1noc2ccccc12,CHEMBL750,ZONISAMIDE,CHEMBL750,ZONISAMIDE,2000,False
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,CHEMBL752,ADENOSINE PHOSPHATE,CHEMBL752,ADENOSINE PHOSPHATE,,True
CC(COc1ccccc1)N(CCCl)Cc1ccccc1,CHEMBL753,PHENOXYBENZAMINE,CHEMBL753;CHEMBL1200787,PHENOXYBENZAMINE;PHENOXYBENZAMINE HYDROCHLORIDE,1953,False
O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,CHEMBL760,ANAGRELIDE,CHEMBL760;CHEMBL1200759,ANAGRELIDE;ANAGRELIDE HYDROCHLORIDE,1997,False
c1ccc2c(CC3=NCCN3)cccc2c1,CHEMBL761,NAPHAZOLINE,CHEMBL761;CHEMBL1706,NAPHAZOLINE;NAPHAZOLINE HYDROCHLORIDE,1971,False
Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,CHEMBL762,OXYMETAZOLINE,CHEMBL762;CHEMBL1200791,OXYMETAZOLINE;OXYMETAZOLINE HYDROCHLORIDE,1986,False
N=C(N)NCCN1CCCCCCC1,CHEMBL765,GUANETHIDINE,CHEMBL765;CHEMBL1345,GUANETHIDINE;GUANETHIDINE MONOSULFATE,1960,False
CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)O,CHEMBL766,CILASTATIN,CHEMBL766;CHEMBL1201057,CILASTATIN;CILASTATIN SODIUM,1985,False
COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,CHEMBL768,ESMOLOL,CHEMBL768;CHEMBL1201115,ESMOLOL;ESMOLOL HYDROCHLORIDE,1986,True
c1ccc(CC2=NCCN2)cc1,CHEMBL770,TOLAZOLINE,CHEMBL770;CHEMBL1689,TOLAZOLINE;TOLAZOLINE HYDROCHLORIDE,1985,False
N[C@@H]1CONC1=O,CHEMBL771,CYCLOSERINE,CHEMBL771,CYCLOSERINE,1964,False
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,CHEMBL148,IMIPENEM ANHYDROUS,CHEMBL148;CHEMBL43708,IMIPENEM ANHYDROUS;IMIPENEM,1985,False
COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,CHEMBL772,RESERPINE,CHEMBL772,RESERPINE,1960,True
NCC(=O)O,CHEMBL773,GLYCINE,CHEMBL773,GLYCINE,1982,False
CC(C)NCC(O)c1cc(O)cc(O)c1,CHEMBL776,METAPROTERENOL,CHEMBL776;CHEMBL1568057,METAPROTERENOL;METAPROTERENOL SULFATE,1973,True
O=C(O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21,CHEMBL777,CLAVULANIC ACID,CHEMBL777;CHEMBL1003,CLAVULANIC ACID;CLAVULANATE POTASSIUM,1984,False
Cc1cccc([C@H](C)c2c[nH]cn2)c1C,CHEMBL778,DEXMEDETOMIDINE,CHEMBL778;CHEMBL2106195,DEXMEDETOMIDINE;DEXMEDETOMIDINE HYDROCHLORIDE,1999,False
CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O,CHEMBL779,TADALAFIL,CHEMBL779,TADALAFIL,2002,False
Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,CHEMBL33986,BUTORPHANOL,CHEMBL33986;CHEMBL299400,BUTORPHANOL;BUTORPHANOL TARTRATE,1978,False
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,CHEMBL780,PENTETIC ACID,CHEMBL780;CHEMBL1200424;CHEMBL1200945,PENTETIC ACID;PENTETATE ZINC TRISODIUM;PENTETATE CALCIUM TRISODIUM,2004,False
OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,CHEMBL781,MAZINDOL,CHEMBL781,MAZINDOL,1973,False
Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,CHEMBL290106,BITHIONOL,CHEMBL290106;CHEMBL1447476,BITHIONOL;BITHIONOLATE SODIUM,,True
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,CHEMBL782,TOLBUTAMIDE,CHEMBL782;CHEMBL1200874,TOLBUTAMIDE;TOLBUTAMIDE SODIUM,1961,False
CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,CHEMBL783,NATEGLINIDE,CHEMBL783,NATEGLINIDE,2000,False
Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2,CHEMBL32479,BROTIZOLAM,CHEMBL32479,BROTIZOLAM,1984,False
CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,CHEMBL787,MONTELUKAST,CHEMBL787;CHEMBL1200681,MONTELUKAST;MONTELUKAST SODIUM,1998,False
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,CHEMBL788,IDOXURIDINE,CHEMBL788,IDOXURIDINE,1963,False
CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,CHEMBL36506,NOVOBIOCIN,CHEMBL36506;CHEMBL3183453,NOVOBIOCIN;NOVOBIOCIN SODIUM,1964,True
Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1,CHEMBL152,CIDOFOVIR ANHYDROUS,CHEMBL152;CHEMBL5314375,CIDOFOVIR ANHYDROUS;CIDOFOVIR,1996,False
N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,CHEMBL790,CHLORHEXIDINE,CHEMBL790;CHEMBL4297088,CHLORHEXIDINE;CHLORHEXIDINE GLUCONATE,1976,True
CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,CHEMBL32800,FENOTEROL,CHEMBL32800,FENOTEROL,,True
COC(=O)C(c1ccccc1)C1CCCCN1,CHEMBL796,METHYLPHENIDATE,CHEMBL796;CHEMBL1722,METHYLPHENIDATE;METHYLPHENIDATE HYDROCHLORIDE,1955,False
Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,CHEMBL285674,ESTAZOLAM,CHEMBL285674,ESTAZOLAM,1990,False
CN1C(=O)CC(c2ccccc2)C1=O,CHEMBL797,PHENSUXIMIDE,CHEMBL797,PHENSUXIMIDE,1982,False
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,METHOTREXATE,CHEMBL34259;CHEMBL3244648,METHOTREXATE;METHOTREXATE SODIUM,1953,False
CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1,CHEMBL284092,GEPIRONE,CHEMBL284092;CHEMBL1204187,GEPIRONE;GEPIRONE HYDROCHLORIDE,2023,False
O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,CHEMBL799,CILOSTAZOL,CHEMBL799,CILOSTAZOL,1999,False
Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],CHEMBL802,MINOXIDIL,CHEMBL802,MINOXIDIL,1979,False
COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,CHEMBL154,NAPROXEN,CHEMBL154;CHEMBL1200806,NAPROXEN;NAPROXEN SODIUM,1976;1980,False
OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,CHEMBL416956,MEFLOQUINE,CHEMBL416956;CHEMBL535650,MEFLOQUINE;MEFLOQUINE HYDROCHLORIDE,1989,False
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,CHEMBL803,CYTARABINE,CHEMBL803,CYTARABINE,1969,False
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CHEMBL806,FLUTAMIDE,CHEMBL806,FLUTAMIDE,1989,False
CC12CC3CC(C)(C1)CC(N)(C3)C2,CHEMBL807,MEMANTINE,CHEMBL807;CHEMBL1699,MEMANTINE;MEMANTINE HYDROCHLORIDE,2002,False
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,CHEMBL808,ECONAZOLE,CHEMBL808;CHEMBL1201049,ECONAZOLE;ECONAZOLE NITRATE,1982,False
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,CHEMBL809,SERTRALINE,CHEMBL809;CHEMBL1709,SERTRALINE;SERTRALINE HYDROCHLORIDE,1991,False
NC(=O)CN1CCCC1=O,CHEMBL36715,PIRACETAM,CHEMBL36715,PIRACETAM,,False
Cn1nnc2c(C(N)=O)ncn2c1=O,CHEMBL810,TEMOZOLOMIDE,CHEMBL810,TEMOZOLOMIDE,1999,False
CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,CHEMBL811,BROMPHENIRAMINE,CHEMBL811;CHEMBL1200961,BROMPHENIRAMINE;BROMPHENIRAMINE MALEATE,1957,False
CN(C)C/C=C(/c1ccc(Br)cc1)c1cccnc1,CHEMBL37744,ZIMELDINE,CHEMBL37744;CHEMBL2355333,ZIMELDINE;ZIMELDINE HYDROCHLORIDE,,True
CN(C)C(=O)Oc1ccc[n+](C)c1,CHEMBL1115,PYRIDOSTIGMINE,CHEMBL812;CHEMBL1115,PYRIDOSTIGMINE BROMIDE;PYRIDOSTIGMINE,1955,False
CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,CHEMBL813,EPROSARTAN,CHEMBL813;CHEMBL1200987,EPROSARTAN;EPROSARTAN MESYLATE,1997,False
CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,CHEMBL289469,GRANISETRON,CHEMBL289469;CHEMBL1237080,GRANISETRON;GRANISETRON HYDROCHLORIDE,1993,False
COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,CHEMBL814,FLUVOXAMINE,CHEMBL814;CHEMBL1409,FLUVOXAMINE;FLUVOXAMINE MALEATE,1994,False
CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O,CHEMBL815,DINOPROST,CHEMBL815;CHEMBL1200896,DINOPROST;DINOPROST TROMETHAMINE,1982,False
CCCCNC(=N)NC(=N)N,CHEMBL39736,BUFORMIN,CHEMBL39736,BUFORMIN,,True
CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,CHEMBL38827,LUMEFANTRINE,CHEMBL38827,LUMEFANTRINE,2009,False
Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,CHEMBL817,TOLAZAMIDE,CHEMBL817,TOLAZAMIDE,1966,False
N=C(N)NCc1cccc(I)c1,CHEMBL818,IOBENGUANE,CHEMBL818;CHEMBL1615779;CHEMBL3989511;CHEMBL3989523,IOBENGUANE;IOBENGUANE I 131;IOBENGUANE SULFATE I 131;IOBENGUANE SULFATE I 123,1994;2018;2008,False
Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,CHEMBL819,OXACILLIN,CHEMBL819;CHEMBL3989567,OXACILLIN;OXACILLIN SODIUM,1971,False
CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1,CHEMBL290960,NIFURTIMOX,CHEMBL290960,NIFURTIMOX,2020,False
CS(=O)(=O)OCCCCOS(C)(=O)=O,CHEMBL820,BUSULFAN,CHEMBL820,BUSULFAN,1954,False
N=C(N)N,CHEMBL821,GUANIDINE,CHEMBL821;CHEMBL1200728,GUANIDINE;GUANIDINE HYDROCHLORIDE,1939,False
CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,CHEMBL822,TERBINAFINE,CHEMBL822;CHEMBL1200832,TERBINAFINE;TERBINAFINE HYDROCHLORIDE,1992,False
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,CHEMBL826,ENOXACIN,CHEMBL826,ENOXACIN,1991,False
COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1,CHEMBL827,DEXMETHYLPHENIDATE,CHEMBL827;CHEMBL904,DEXMETHYLPHENIDATE;DEXMETHYLPHENIDATE HYDROCHLORIDE,2001,False
CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,CHEMBL829,METHYLPROMAZINE,CHEMBL829;CHEMBL3989885,METHYLPROMAZINE;TRIMEPRAZINE TARTRATE,1982,False
NCCCC(N)(C(=O)O)C(F)F,CHEMBL830,EFLORNITHINE,CHEMBL830;CHEMBL1201037,EFLORNITHINE;EFLORNITHINE HYDROCHLORIDE,1990,False
CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,CHEMBL831,LOXAPINE,CHEMBL831;CHEMBL1201060;CHEMBL1201155,LOXAPINE;LOXAPINE HYDROCHLORIDE;LOXAPINE SUCCINATE,1975;1976,False
O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,CHEMBL832,SULFINPYRAZONE,CHEMBL832,SULFINPYRAZONE,1959,False
Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,CHEMBL288470,AMINOPYRINE,CHEMBL288470,AMINOPYRINE,,True
Clc1ccccc1CN1CCc2sccc2C1,CHEMBL833,TICLOPIDINE,CHEMBL833;CHEMBL1717,TICLOPIDINE;TICLOPIDINE HYDROCHLORIDE,1991,False
CC1=NN(c2ccccc2)C(=O)C1,CHEMBL290916,EDARAVONE,CHEMBL290916,EDARAVONE,2017,False
NCCC(O)(P(=O)(O)O)P(=O)(O)O,CHEMBL834,PAMIDRONIC ACID,CHEMBL834;CHEMBL3989401,PAMIDRONIC ACID;PAMIDRONATE DISODIUM,1991,False
C1COC(NC(C2CC2)C2CC2)=N1,CHEMBL289480,RILMENIDINE,CHEMBL289480,RILMENIDINE,1987,False
CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,CHEMBL836,TAMSULOSIN,CHEMBL836;CHEMBL1200914,TAMSULOSIN;TAMSULOSIN HYDROCHLORIDE,1997,False
C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,CHEMBL158,AZTREONAM,CHEMBL158;CHEMBL3833340,AZTREONAM;AZTREONAM LYSINE,1986;2009,False
CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,CHEMBL44354,CEFTAZIDIME,CHEMBL44354;CHEMBL1200768,CEFTAZIDIME;CEFTAZIDIME SODIUM,1985;1989,False
CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,CHEMBL838,BENAZEPRIL,CHEMBL838;CHEMBL1694,BENAZEPRIL;BENAZEPRIL HYDROCHLORIDE,1991,False
CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,CHEMBL41355,EZOGABINE,CHEMBL41355,EZOGABINE,2011,False
COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,CHEMBL288441,BOSUTINIB,CHEMBL288441;CHEMBL2095206,BOSUTINIB;BOSUTINIB MONOHYDRATE,2012,False
CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2,CHEMBL839,CARTEOLOL,CHEMBL839;CHEMBL1201002,CARTEOLOL;CARTEOLOL HYDROCHLORIDE,1988,False
CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,CHEMBL841,LOPERAMIDE,CHEMBL841;CHEMBL1707,LOPERAMIDE;LOPERAMIDE HYDROCHLORIDE,1976,False
NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,CHEMBL842,CHLOROTHIAZIDE,CHEMBL842;CHEMBL1200616,CHLOROTHIAZIDE;CHLOROTHIAZIDE SODIUM,1958,False
Brc1c(NC2=NCCN2)ccc2nccnc12,CHEMBL844,BRIMONIDINE,CHEMBL844;CHEMBL1200389,BRIMONIDINE;BRIMONIDINE TARTRATE,1996,False
Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,CHEMBL43452,POMALIDOMIDE,CHEMBL43452,POMALIDOMIDE,2013,False
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,CHEMBL846,CALCITRIOL,CHEMBL846,CALCITRIOL,1978,False
CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,CHEMBL847,OXAMNIQUINE,CHEMBL847,OXAMNIQUINE,1980,False
Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,CHEMBL848,LENALIDOMIDE,CHEMBL848;CHEMBL6068337,LENALIDOMIDE;LENALIDOMIDE HYDROCHLORIDE MONOHYDRATE,2005;2021,False
Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,CHEMBL849,TRICLOSAN,CHEMBL849,TRICLOSAN,1997,False
C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,CHEMBL850,SPARFLOXACIN,CHEMBL850,SPARFLOXACIN,1996,False
N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,CHEMBL852,MELPHALAN,CHEMBL852;CHEMBL1200863,MELPHALAN;MELPHALAN HYDROCHLORIDE,1964;1992,False
O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,CHEMBL297302,BENPERIDOL,CHEMBL297302,BENPERIDOL,,False
Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,CHEMBL853,ZALCITABINE,CHEMBL853,ZALCITABINE,1992,False
Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,CHEMBL855,TRIPROLIDINE,CHEMBL855;CHEMBL3188034,TRIPROLIDINE;TRIPROLIDINE HYDROCHLORIDE,1982,False
CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,CHEMBL45029,MEPHOBARBITAL,CHEMBL45029,MEPHOBARBITAL,,False
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,CHEMBL296419,ASTEMIZOLE,CHEMBL296419,ASTEMIZOLE,1988,True
Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,CHEMBL46740,BAZEDOXIFENE,CHEMBL46740;CHEMBL2106615,BAZEDOXIFENE;BAZEDOXIFENE ACETATE,2009,False
CCC1(c2ccccc2)C(=O)NCNC1=O,CHEMBL856,PRIMIDONE,CHEMBL856,PRIMIDONE,1954,False
O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,CHEMBL857,BIOTIN,CHEMBL857,BIOTIN,1985,False
CCC1(c2ccccc2)NC(=O)N(C)C1=O,CHEMBL861,MEPHENYTOIN,CHEMBL861,MEPHENYTOIN,1946,False
CNC(=O)Oc1cccc2ccccc12,CHEMBL46917,CARBARIL,CHEMBL46917,CARBARIL,,True
N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,CHEMBL862,GUANFACINE,CHEMBL862;CHEMBL1200494,GUANFACINE;GUANFACINE HYDROCHLORIDE,1986,False
N[C@@H](CS)C(=O)O,CHEMBL863,CYSTEINE,CHEMBL863;CHEMBL1200630,CYSTEINE;CYSTEINE HYDROCHLORIDE,1986,False
O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,CHEMBL46516,FLUSPIRILENE,CHEMBL46516,FLUSPIRILENE,,False
CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1,CHEMBL864,CARBINOXAMINE,CHEMBL864;CHEMBL1200974,CARBINOXAMINE;CARBINOXAMINE MALEATE,1982,True;False
C(=C\c1ccccc1)/CN1CCN(C(c2ccccc2)c2ccccc2)CC1,CHEMBL43064,CINNARIZINE,CHEMBL43064,CINNARIZINE,,False
COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,CHEMBL295124,BERBERINE,CHEMBL295124,BERBERINE,,True
Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,CHEMBL865,VALDECOXIB,CHEMBL865,VALDECOXIB,2001,True
CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1,CHEMBL1206690,PARECOXIB,CHEMBL296913;CHEMBL1206690,PARECOXIB SODIUM;PARECOXIB,2002,False
CC[C@@H](CO)NCCN[C@@H](CC)CO,CHEMBL44884,ETHAMBUTOL,CHEMBL44884;CHEMBL3140361,ETHAMBUTOL;ETHAMBUTOL HYDROCHLORIDE,1967,False
CCCl,CHEMBL46058,ETHYL CHLORIDE,CHEMBL46058,ETHYL CHLORIDE,,False
ClC(Cl)Cl,CHEMBL44618,CHLOROFORM,CHEMBL44618,CHLOROFORM,,True
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,CHEMBL866,MYCOPHENOLIC ACID,CHEMBL866;CHEMBL2106643,MYCOPHENOLIC ACID;MYCOPHENOLATE SODIUM,2004,False
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,CHEMBL44657,ETOPOSIDE,CHEMBL44657,ETOPOSIDE,1983,False
CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O,CHEMBL867,IOPANOIC ACID,CHEMBL867,IOPANOIC ACID,1951,False
COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@H]13)OCO4,CHEMBL46286,OMACETAXINE MEPESUCCINATE,CHEMBL46286,OMACETAXINE MEPESUCCINATE,2009,False
C[C@@]12C(=O)OC(=O)[C@]1(C)[C@H]1CC[C@@H]2O1,CHEMBL48449,CANTHARIDIN,CHEMBL48449,CANTHARIDIN,2023,False
CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,CHEMBL262777,VANCOMYCIN,CHEMBL262777;CHEMBL1200628,VANCOMYCIN;VANCOMYCIN HYDROCHLORIDE,1964,False
NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,CHEMBL869,NITROFURAZONE,CHEMBL869,NITROFURAZONE,1945,True
CC(O)(P(=O)(O)O)P(=O)(O)O,CHEMBL871,ETIDRONIC ACID,CHEMBL871;CHEMBL1201042,ETIDRONIC ACID;ETIDRONATE DISODIUM,1977,False
CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,CHEMBL159,VINBLASTINE,CHEMBL159;CHEMBL378544,VINBLASTINE;VINBLASTINE SULFATE,1965,False
