canonical_smiles,parent_molecule_chembl_id,parent_pref_name,approved_chembl_ids,approved_pref_names,first_approvals,withdrawn_flags
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC1CCCC1,CHEMBL1549,HYDROCORTISONE CYPIONATE,CHEMBL1549,HYDROCORTISONE CYPIONATE,1955,False
CC1=C(C/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=O)c2ccccc2C1=O,CHEMBL1550,PHYTONADIONE,CHEMBL1550,PHYTONADIONE,1982,False
CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,CHEMBL429910,DAPAGLIFLOZIN,CHEMBL429910;CHEMBL2103802,DAPAGLIFLOZIN;DAPAGLIFLOZIN PROPANEDIOL,2012,False
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,CHEMBL1551,URSODIOL,CHEMBL1551,URSODIOL,1987,False
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,CHEMBL406393,DEOXYCHOLIC ACID,CHEMBL406393,DEOXYCHOLIC ACID,2015,False
C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,CHEMBL272427,TAURURSODIOL,CHEMBL272427,TAURURSODIOL,2022,False
O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,CHEMBL196,ASCORBIC ACID,CHEMBL196,ASCORBIC ACID,1985,False
C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,CHEMBL1560,CAPTOPRIL,CHEMBL1560,CAPTOPRIL,1981,False
CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,CHEMBL517712,ATROPINE,CHEMBL517712;CHEMBL2146146,ATROPINE;ATROPINE SULFATE,1960,False
OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,CHEMBL1561,MIGLITOL,CHEMBL1561,MIGLITOL,1996,False
CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,CHEMBL511142,BUPRENORPHINE,CHEMBL511142;CHEMBL2368861,BUPRENORPHINE;BUPRENORPHINE HYDROCHLORIDE,1981,False
COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2,CHEMBL471737,IVABRADINE,CHEMBL471737;CHEMBL2145077,IVABRADINE;IVABRADINE HYDROCHLORIDE,2005,False
COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1C,CHEMBL501849,SIMEPREVIR,CHEMBL501849;CHEMBL3137358,SIMEPREVIR;SIMEPREVIR SODIUM,2013,False
CS(=O)(=O)OC[C@H](O)[C@@H](O)COS(C)(=O)=O,CHEMBL455186,TREOSULFAN,CHEMBL455186,TREOSULFAN,2019,False
CCOC(N)=O,CHEMBL462547,URETHANE,CHEMBL462547,URETHANE,,True
Cc1ccc(S(=O)(=O)NC(=O)N[C@H]2[C@H]3CC[C@@](C)([C@H]2O)C3(C)C)cc1,CHEMBL529888,GLIBORNURIDE,CHEMBL529888,GLIBORNURIDE,,False
O=S(O)CNc1ccc(S(=O)(=O)c2ccc(NCS(=O)O)cc2)cc1,CHEMBL1570,SULFOXONE,CHEMBL1570;CHEMBL1200580,SULFOXONE;SULFOXONE SODIUM,1982,False
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,CHEMBL452231,TENIPOSIDE,CHEMBL452231,TENIPOSIDE,1992,False
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)OC(=O)CC[C@@H]12,CHEMBL1571,TESTOLACTONE,CHEMBL1571,TESTOLACTONE,1969,False
Cc1c(N(C)CS(=O)(=O)O)c(=O)n(-c2ccccc2)n1C,CHEMBL461522,METAMIZOLE,CHEMBL461522;CHEMBL3989803,METAMIZOLE;DIPYRONE,,True
CC(=O)Nc1c(I)c(C(=O)N[C@H]2C(O)O[C@H](CO)[C@@H](O)[C@@H]2O)c(I)c(N(C)C(C)=O)c1I,CHEMBL462394,METRIZAMIDE,CHEMBL462394,METRIZAMIDE,1978,False
CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,CHEMBL1572,NETILMICIN,CHEMBL1572;CHEMBL3989829,NETILMICIN;NETILMICIN SULFATE,1983,False
CC(C)(N)Cc1ccccc1,CHEMBL1574,PHENTERMINE,CHEMBL1574;CHEMBL1200912,PHENTERMINE;PHENTERMINE HYDROCHLORIDE,1959;1973,True;False
C#CC1(OC(N)=O)CCCCC1,CHEMBL1576,ETHINAMATE,CHEMBL1576,ETHINAMATE,1982,False
CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,CHEMBL1577,METHYCLOTHIAZIDE,CHEMBL1577,METHYCLOTHIAZIDE,1960,False
CCCC(CCC)C(=O)O[C@H]1C[C@H]2CC[C@@H](C1)[N+]2(C)C,CHEMBL1186610,ANISOTROPINE,CHEMBL1578;CHEMBL1186610,ANISOTROPINE METHYLBROMIDE;ANISOTROPINE,1962,False
OC[C@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)C[C@@H]1O,CHEMBL1580,PENTOSTATIN,CHEMBL1580,PENTOSTATIN,1991,False
CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC,CHEMBL1581,PERINDOPRIL,CHEMBL1581;CHEMBL1200343;CHEMBL3544986,PERINDOPRIL;PERINDOPRIL ERBUMINE;PERINDOPRIL ARGININE,1993;2015,False
CC(=O)OC[C@H]1O[C@@H](n2ncc(=O)[nH]c2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,CHEMBL515914,AZARIBINE,CHEMBL515914,AZARIBINE,,True
OC(O)C(Cl)(Cl)Cl,CHEMBL455917,CHLORAL HYDRATE,CHEMBL455917,CHLORAL HYDRATE,,False
CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O,CHEMBL515606,CILAZAPRIL,CHEMBL515606,CILAZAPRIL,,False
CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C,CHEMBL1583,BACAMPICILLIN,CHEMBL1583;CHEMBL1200965,BACAMPICILLIN;BACAMPICILLIN HYDROCHLORIDE,1980,False
CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,CHEMBL1584,PIPERACETAZINE,CHEMBL1584,PIPERACETAZINE,1969,False
O=C(CCBr)N1CCN(C(=O)CCBr)CC1,CHEMBL1585,PIPOBROMAN,CHEMBL1585,PIPOBROMAN,1966,False
Cc1ncc(CSSCc2cnc(C)c(O)c2CO)c(CO)c1O,CHEMBL488093,PYRITINOL,CHEMBL488093,PYRITINOL,,True
CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,CHEMBL1587,POLYTHIAZIDE,CHEMBL1587,POLYTHIAZIDE,1961,False
Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,CHEMBL487253,BENDAMUSTINE,CHEMBL487253;CHEMBL1201734,BENDAMUSTINE;BENDAMUSTINE HYDROCHLORIDE,2008,False
CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,CHEMBL1589,ACETOHEXAMIDE,CHEMBL1589,ACETOHEXAMIDE,1964,False
CN[C@@H](C)[C@@H](O)c1ccccc1,CHEMBL1590,PSEUDOEPHEDRINE,CHEMBL1590;CHEMBL1200724;CHEMBL1201483;CHEMBL3989855,PSEUDOEPHEDRINE;PSEUDOEPHEDRINE HYDROCHLORIDE;PSEUDOEPHEDRINE POLISTIREX;PSEUDOEPHEDRINE SULFATE,1963;1975;1987,False
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12,CHEMBL1591,DEMECLOCYCLINE,CHEMBL1591;CHEMBL1200474,DEMECLOCYCLINE;DEMECLOCYCLINE HYDROCHLORIDE,1960,False
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,CHEMBL1592,QUINAPRIL,CHEMBL1592;CHEMBL1201011,QUINAPRIL;QUINAPRIL HYDROCHLORIDE,1991,False
CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)O,CHEMBL1594,PANTOTHENIC ACID,CHEMBL1594,PANTOTHENIC ACID,1993,False
CC1(C)[C@@H](OC(=O)CCC(=O)O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,CHEMBL499915,CARBENOXOLONE,CHEMBL499915;CHEMBL1697717,CARBENOXOLONE;CARBENOXOLONE SODIUM,,False
COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]341,CHEMBL1595,DIHYDROCODEINE,CHEMBL1595;CHEMBL2062266,DIHYDROCODEINE;DIHYDROCODEINE BITARTRATE,1983,False
Clc1ccc(CCCOCCCN2CCCCC2)cc1,CHEMBL462605,PITOLISANT,CHEMBL462605;CHEMBL4164059,PITOLISANT;PITOLISANT HYDROCHLORIDE,2016,False
CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccc4c(c3)CCC4)c3ccccc3)C(=O)N2[C@H]1C(=O)O,CHEMBL1596,CARBENICILLIN INDANYL,CHEMBL1596;CHEMBL1200991,CARBENICILLIN INDANYL;CARBENICILLIN INDANYL SODIUM,1972,False
OCC(S)CS,CHEMBL1597,DIMERCAPROL,CHEMBL1597,DIMERCAPROL,1946,False
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1,CHEMBL1599,CEPHAPIRIN,CHEMBL1599;CHEMBL1201043,CEPHAPIRIN;CEPHAPIRIN SODIUM,1974,False
O=C(O)C1=C(CSc2nnnn2CS(=O)(=O)O)CS[C@@H]2[C@H](NC(=O)[C@H](O)c3ccccc3)C(=O)N12,CHEMBL1601,CEFONICID,CHEMBL1601;CHEMBL1201005,CEFONICID;CEFONICID SODIUM,1984,False
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,CHEMBL1604,CEPHRADINE,CHEMBL1604,CEPHRADINE,1974,False
Nc1nc(/C(=C/CC(=O)O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=CCS[C@H]23)cs1,CHEMBL1605,CEFTIBUTEN,CHEMBL1605;CHEMBL1200985,CEFTIBUTEN;CEFTIBUTEN DIHYDRATE,1995,False
CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O,CHEMBL461101,ELTROMBOPAG,CHEMBL461101;CHEMBL3989691;CHEMBL6068328,ELTROMBOPAG;ELTROMBOPAG OLAMINE;ELTROMBOPAG CHOLINE,2008;2023,False
CN1CCOC(c2ccccc2)c2ccccc2C1,CHEMBL465026,NEFOPAM,CHEMBL465026;CHEMBL1407915,NEFOPAM;NEFOPAM HYDROCHLORIDE,,False
CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,CHEMBL474579,CEFOTETAN,CHEMBL474579;CHEMBL1201098,CEFOTETAN;CEFOTETAN DISODIUM,1985,False
CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,CHEMBL514800,APREMILAST,CHEMBL514800,APREMILAST,2014,False
COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1,CHEMBL512351,BETRIXABAN,CHEMBL512351,BETRIXABAN,2017,False
O=C([C@@H]1C[C@H](N2CCN(c3ncccn3)CC2)CN1)N1CCC(F)(F)C1,CHEMBL515387,GOSOGLIPTIN,CHEMBL515387,GOSOGLIPTIN,2016,False
CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,CHEMBL473417,VISMODEGIB,CHEMBL473417,VISMODEGIB,2012,False
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)[C@H](C)[C@H]12,CHEMBL491571,DORIPENEM,CHEMBL491571;CHEMBL4303454,DORIPENEM;DORIPENEM MONOHYDRATE,2007;2008,False
CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,CHEMBL521606,NADOLOL,CHEMBL521606,NADOLOL,1979,False
C[C@H]1O[C@@H](O[C@H]2CC[C@@]3(C)[C@H](CC[C@@H]4[C@@H]3C[C@@H](O)[C@]3(C)[C@@H](C5=CC(=O)OC5)CC[C@]43O)C2)C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)O2)[C@@H](C)O1,CHEMBL1614,DESLANOSIDE,CHEMBL1614,DESLANOSIDE,1982,False
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,CHEMBL1617,RIFAXIMIN,CHEMBL1617,RIFAXIMIN,2004,False
Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](OC=O)c3ccccc3)[C@H]2SC1,CHEMBL1201218,CEFAMANDOLE NAFATE FREE BASE,CHEMBL1618;CHEMBL1201218,CEFAMANDOLE NAFATE;CEFAMANDOLE NAFATE FREE BASE,1978,False
Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,CHEMBL1619,CLADRIBINE,CHEMBL1619,CLADRIBINE,1993,False
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,CHEMBL1621,PALIPERIDONE,CHEMBL1621,PALIPERIDONE,2006,False
Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,CHEMBL1622,FOLIC ACID,CHEMBL1622,FOLIC ACID,1982,False
C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,CHEMBL524004,MEPENZOLATE,CHEMBL524004;CHEMBL1724,MEPENZOLATE;MEPENZOLATE BROMIDE,1956,False
Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,CHEMBL1623,MECLIZINE,CHEMBL1623;CHEMBL3989555,MECLIZINE;MECLIZINE HYDROCHLORIDE,1957,False
N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,CHEMBL1624,LEVOTHYROXINE,CHEMBL1624;CHEMBL2103741,LEVOTHYROXINE;LEVOTHYROXINE SODIUM,1982,False
Oc1cccc(-c2c3nc(c(-c4cccc(O)c4)c4ccc([nH]4)c(-c4cccc(O)c4)c4nc(c(-c5cccc(O)c5)c5ccc2[nH]5)CC4)C=C3)c1,CHEMBL500576,TEMOPORFIN,CHEMBL500576,TEMOPORFIN,2001,False
COc1ccc(C(=O)c2ccccc2)c(O)c1,CHEMBL1625,OXYBENZONE,CHEMBL1625,OXYBENZONE,1992,False
CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,CHEMBL1626,CLEMASTINE,CHEMBL1626;CHEMBL1200795,CLEMASTINE;CLEMASTINE FUMARATE,1977,False
O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,CHEMBL521686,OLAPARIB,CHEMBL521686,OLAPARIB,2014,False
N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,CHEMBL493287,GLUCOSAMINE,CHEMBL493287;CHEMBL1707007;CHEMBL3989750,GLUCOSAMINE;GLUCOSAMINE HYDROCHLORIDE;GLUCOSAMINE SULFATE,,False
CCCCCCc1ccc(O)cc1O,CHEMBL443605,HEXYLRESORCINOL,CHEMBL443605,HEXYLRESORCINOL,2004,False
CCOC(=O)CN[C@@H](C(=O)N1CC[C@H]1C(=O)NCc1ccc(/C(N)=N\O)cc1)C1CCCCC1,CHEMBL522038,XIMELAGATRAN,CHEMBL522038,XIMELAGATRAN,,True
CCCCCCCC(=O)OC[C@@H](O)[C@@H](OC)[C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O,CHEMBL467058,LANINAMIVIR OCTANOATE,CHEMBL467058,LANINAMIVIR OCTANOATE,2010,False
COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,CHEMBL1639,ALISKIREN,CHEMBL1639;CHEMBL3545059,ALISKIREN;ALISKIREN FUMARATE,2007,False
Cc1cc(-c2ccc(/N=N/c3c(S(=O)(=O)O)cc4cc(S(=O)(=O)O)cc(N)c4c3O)c(C)c2)ccc1/N=N/c1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(N)c2c1O,CHEMBL1089641,TRYPAN BLUE FREE ACID,CHEMBL1640;CHEMBL1089641,TRYPAN BLUE;TRYPAN BLUE FREE ACID,2004,False
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)(O)O,CHEMBL1641,HYDROCORTISONE PHOSPHORIC ACID,CHEMBL1641;CHEMBL1200968,HYDROCORTISONE PHOSPHORIC ACID;HYDROCORTISONE SODIUM PHOSPHATE,1960,False
CC[C@H](C)[C@H]1NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)C(C)=O)[C@@H](C)OC(=O)[C@H](Cc2ccc(OC)cc2)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)C(=O)[C@H](C(C)C)OC(=O)C[C@@H]1O,CHEMBL451930,PLITIDEPSIN,CHEMBL451930,PLITIDEPSIN,2018,False
NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,CHEMBL1643,RIBAVIRIN,CHEMBL1643,RIBAVIRIN,1985,False
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,CHEMBL1644,CEFADROXIL,CHEMBL1644,CEFADROXIL,1978,False
C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O,CHEMBL494753,ESTRONE SULFURIC ACID,CHEMBL494753;CHEMBL1200980,ESTRONE SULFURIC ACID;ESTROPIPATE,1977,False
CC(C)(C)n1ncc(OCc2ccc(COCCF)cc2)c(Cl)c1=O,CHEMBL494622,FLURPIRIDAZ,CHEMBL494622;CHEMBL2107799,FLURPIRIDAZ;FLURPIRIDAZ F 18,2024,False
CC1(C)C(/C=C/C=C/C=C/C=C2\N(CCCCS(=O)(=O)O)c3ccc4ccccc4c3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc3ccccc3c21,CHEMBL1201304,INDOCYANINE GREEN ACID FORM,CHEMBL1646;CHEMBL1201304,INDOCYANINE GREEN;INDOCYANINE GREEN ACID FORM,1959,False
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,CHEMBL1648,ISRADIPINE,CHEMBL1648,ISRADIPINE,1990,False
CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,CHEMBL493982,VORAPAXAR,CHEMBL493982;CHEMBL2107386,VORAPAXAR;VORAPAXAR SULFATE,2014,False
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,CHEMBL1650,CORTISONE ACETATE,CHEMBL1650,CORTISONE ACETATE,1950,False
CC/C=C(\C)C1(CC)C(=O)NC(=O)NC1=O,CHEMBL503565,VINBARBITAL,CHEMBL503565,VINBARBITAL,,True
CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O,CHEMBL468837,HEPTABARBITAL,CHEMBL468837,HEPTABARBITAL,,True
Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,CHEMBL477772,PAZOPANIB,CHEMBL477772;CHEMBL1201733,PAZOPANIB;PAZOPANIB HYDROCHLORIDE,2009,False
CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl,CHEMBL1652,AMBENONIUM,CHEMBL1652;CHEMBL1200541,AMBENONIUM;AMBENONIUM CHLORIDE,1956,False
OCC(CO)N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,CHEMBL476960,VOGLIBOSE,CHEMBL476960,VOGLIBOSE,1994,False
COc1cc2c(cc1O)CCN[C@]21CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H]2[C@H]2c3c(cc(C)c(OC)c3O)C[C@@H]([C@@H]1O)N2C)OCO4,CHEMBL450449,TRABECTEDIN,CHEMBL450449,TRABECTEDIN,2007,False
CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,CHEMBL1655,TOREMIFENE,CHEMBL1655;CHEMBL1200675,TOREMIFENE;TOREMIFENE CITRATE,1996,False
CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1,CHEMBL1657,TAZAROTENE,CHEMBL1657,TAZAROTENE,1997,False
C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2C[C@H]3CC[C@@H](C2)N3C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,CHEMBL1658,RETAPAMULIN,CHEMBL1658,RETAPAMULIN,2007,False
CCO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CS[C@H]12)c1nsc(NP(=O)(O)O)n1,CHEMBL501122,CEFTAROLINE FOSAMIL,CHEMBL501122;CHEMBL3544973,CEFTAROLINE FOSAMIL;CEFTAROLINE FOSAMIL ACETATE,2010,False
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,CHEMBL1660,RIFAPENTINE,CHEMBL1660,RIFAPENTINE,1998,False
OC[C@@H](O)[C@@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)CO,CHEMBL1661,LACTITOL,CHEMBL1661,LACTITOL,2020,False
Cc1ncc([N+](=O)[O-])n1CC(C)O,CHEMBL498847,SECNIDAZOLE,CHEMBL498847,SECNIDAZOLE,2017,False
FC(F)(F)C(F)(F)C(F)(F)F,CHEMBL1663,PERFLUTREN,CHEMBL1663,PERFLUTREN,1998,False
OC(c1ccccc1)(c1ccccc1)C12CC[N+](CCOCc3ccccc3)(CC1)CC2,CHEMBL1187833,UMECLIDINIUM,CHEMBL523299;CHEMBL1187833,UMECLIDINIUM BROMIDE;UMECLIDINIUM,2013,False
Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,CHEMBL483254,PANOBINOSTAT,CHEMBL483254;CHEMBL3545368,PANOBINOSTAT;PANOBINOSTAT LACTATE,2015,False
CCC(C)(C)c1ccc(CC(C)CN2C[C@@H](C)O[C@@H](C)C2)cc1,CHEMBL489411,AMOROLFINE,CHEMBL489411,AMOROLFINE,,False
CC(C)CN(C[C@@H](OP(=O)(O)O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,CHEMBL1664,FOSAMPRENAVIR,CHEMBL1664;CHEMBL1200734,FOSAMPRENAVIR;FOSAMPRENAVIR CALCIUM,2003,False
CCCCCOc1ccc(-c2cc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)c(OS(=O)(=O)O)c5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)no2)cc1,CHEMBL457547,MICAFUNGIN,CHEMBL457547;CHEMBL1237070,MICAFUNGIN;MICAFUNGIN SODIUM,2005,False
COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,CHEMBL1668,RESCINNAMINE,CHEMBL1668,RESCINNAMINE,1956,False
Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,CHEMBL1670,MITOTANE,CHEMBL1670,MITOTANE,1970,False
COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,CHEMBL1672,CEFPODOXIME,CHEMBL1672,CEFPODOXIME,,False
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(/C=C\c3scnc3C)CS[C@H]12)c1csc(N)n1,CHEMBL454446,CEFDITOREN PIVOXIL,CHEMBL454446,CEFDITOREN PIVOXIL,2001,False
NCCCCN(Cc1nc2ccccc2[nH]1)[C@H]1CCCc2cccnc21,CHEMBL518924,MAVORIXAFOR,CHEMBL518924,MAVORIXAFOR,2024,False
CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,CHEMBL1675,VITAMIN A PALMITATE,CHEMBL1675,VITAMIN A PALMITATE,1982,False
