canonical_smiles,molecule_chembl_ids,parent_molecule_chembl_ids,activity_ids,document_chembl_ids,pchembl_values
Nc1nc(NCc2cccs2)nc2sc(-c3cccs3)nc12,CHEMBL4168016,CHEMBL4168016,18433986;18434033;18434046,CHEMBL4152311;CHEMBL4152311;CHEMBL4152311,8.0;7.88;7.75
Nc1nc(NCc2cccnc2)nc2sc(-c3ccco3)nc12,CHEMBL4167125,CHEMBL4167125,18434024;18434037,CHEMBL4152311;CHEMBL4152311,10.96;10.23
Nc1nc(NCc2cccs2)nc2sc(-c3ccco3)nc12,CHEMBL4161758,CHEMBL4161758,18434035,CHEMBL4152311,10.44
Nc1nc(NCc2ccco2)nc2sc(-c3ccco3)nc12,CHEMBL4172399,CHEMBL4172399,18434036,CHEMBL4152311,10.4
Nc1nc(NCCc2cccs2)nc2sc(-c3ccco3)nc12,CHEMBL4172264,CHEMBL4172264,18434042,CHEMBL4152311,10.35
CCCn1c(=O)[nH]c2nc(-c3ccc(OCC(=O)NCCCCCC4=C5C(C)=CC(C)=[N+]5[B-](F)(F)n5c(C)cc(C)c54)cc3)[nH]c2c1=O,CHEMBL4218673,CHEMBL4218673,18501899,CHEMBL4184319,7.23
COCCOc1ccc(N2CCN(CCn3c(=O)n(C)c4c3nc(N)n3nc(-c5nccs5)nc43)CC2)cc1F,CHEMBL4215754,CHEMBL4215754,18520657;18520706,CHEMBL4190330;CHEMBL4190330,8.82;9.4
COCCOc1ccc(N2CCN(CCn3c(=O)n(C)c4c3nc(N)n3nc(-c5nccs5)nc43)CC2)cc1,CHEMBL4208426,CHEMBL4208426,18520658;18520705,CHEMBL4190330;CHEMBL4190330,8.19;8.92
Cc1nc2cc(N3CCN(CCn4c(=O)n(C)c5c4nc(N)n4nc(-c6ccco6)nc54)CC3)c(F)cc2o1,CHEMBL4203542,CHEMBL4203542,18520659;18520704,CHEMBL4190330;CHEMBL4190330,9.4;9.82
Cn1c(=O)n(CCN2CCN(c3nc(C(F)(F)F)cs3)CC2)c2nc(N)n3nc(-c4ccco4)nc3c21,CHEMBL4212810,CHEMBL4212810,18520660;18520703,CHEMBL4190330;CHEMBL4190330,8.92;9.05
COc1ccc(N2CCN(CCn3c(=O)n(C)c4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cn1,CHEMBL4207902,CHEMBL4207902,18520661,CHEMBL4190330,8.35
Cc1ccc(N2CCN(CCn3c(=O)n(C)c4c3nc(N)n3nc(-c5ccco5)nc43)CC2)nc1,CHEMBL4217235,CHEMBL4217235,18520662;18520701,CHEMBL4190330;CHEMBL4190330,8.77;9.4
Cn1c(=O)n(CCN2CCN(c3ccc(C(F)(F)F)cc3)CC2)c2nc(N)n3nc(-c4ccco4)nc3c21,CHEMBL4212260,CHEMBL4212260,18520663,CHEMBL4190330,8.51
Cn1c(=O)n(CCN2CCN(c3ccc(OC(F)F)cc3)CC2)c2nc(N)n3nc(-c4ccco4)nc3c21,CHEMBL4217668,CHEMBL4217668,18520664;18520699,CHEMBL4190330;CHEMBL4190330,8.72;9.57
Cn1c(=O)n(CCN2CCN(c3ccc(C#N)c(F)c3)CC2)c2nc(N)n3nc(-c4ccco4)nc3c21,CHEMBL4207104,CHEMBL4207104,18520665;18520698,CHEMBL4190330;CHEMBL4190330,9.3;9.4
Cn1c(=O)n(CCN2CCN(c3ccc(C#N)cc3)CC2)c2nc(N)n3nc(-c4ccco4)nc3c21,CHEMBL4212278,CHEMBL4212278,18520666;18520697,CHEMBL4190330;CHEMBL4190330,9.22;9.52
Cn1c(=O)n(CCN2CCN(c3ccc(F)cc3F)CC2)c2nc(N)n3nc(-c4ccco4)nc3c21,CHEMBL4217248,CHEMBL4217248,18520667;18520696,CHEMBL4190330;CHEMBL4190330,9.0;10.15
Cn1c(=O)n(CCN2CCN(c3ccc(OC4CCOCC4)cc3)CC2)c2nc(N)n3nc(-c4ccco4)nc3c21,CHEMBL4207914,CHEMBL4207914,18520668;18520695,CHEMBL4190330;CHEMBL4190330,9.52;9.59
Cn1c(=O)n(CCN2CCN(c3ccc(OC4CCOC4)cc3)CC2)c2nc(N)n3nc(-c4ccco4)nc3c21,CHEMBL4212821,CHEMBL4212821,18520669;18520694,CHEMBL4190330;CHEMBL4190330,9.7;9.66
COCC(C)(C)Oc1ccc(N2CCN(CCn3c(=O)n(C)c4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1,CHEMBL4204531,CHEMBL4204531,18520670;18520693,CHEMBL4190330;CHEMBL4190330,9.3;8.68
COCC(C)Oc1ccc(N2CCN(CCn3c(=O)n(C)c4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1,CHEMBL4209408,CHEMBL4209408,18520671;18520692,CHEMBL4190330;CHEMBL4190330,9.4;8.82
COCCOc1c(F)cc(N2CCN(CCn3c(=O)n(C)c4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1F,CHEMBL4216716,CHEMBL4216716,18520672,CHEMBL4190330,9.22
COCCOc1cc(F)c(N2CCN(CCn3c(=O)n(C)c4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1F,CHEMBL4205030,CHEMBL4205030,18520673;18520690,CHEMBL4190330;CHEMBL4190330,9.05;8.92
COCCOc1ccc(N2CCN(CCn3c(=O)n(C)c4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1F,CHEMBL4212740,CHEMBL4212740,18520674,CHEMBL4190330,9.15
Cn1c(=O)n(CCN2CCN(c3ccc(OCCOC4CC4)cc3)CC2)c2nc(N)n3nc(-c4ccco4)nc3c21,CHEMBL4207839,CHEMBL4207839,18520675,CHEMBL4190330,8.7
COCCOc1cccc(N2CCN(CCn3c(=O)n(C)c4c3nc(N)n3nc(-c5ccco5)nc43)CC2)c1,CHEMBL4210241,CHEMBL4210241,18520676;18520687,CHEMBL4190330;CHEMBL4190330,9.3;9.3
COCCOc1ccc(N2CCN(CCn3c(=O)n(C)c4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1,CHEMBL4205341,CHEMBL4205341,18520677;18520686,CHEMBL4190330;CHEMBL4190330,8.7;9.38
Cn1c(=O)n(CCN2CCN(c3ccc(OC4CC4)cc3)CC2)c2nc(N)n3nc(-c4ccco4)nc3c21,CHEMBL4205884,CHEMBL4205884,18520678;18520685,CHEMBL4190330;CHEMBL4190330,9.52;9.6
COc1ccc(N2CCN(CCn3c(=O)n(C)c4c3nc(N)n3nc(-c5ccco5)nc43)CC2)c(F)c1,CHEMBL4217582,CHEMBL4217582,18520679;18520684,CHEMBL4190330;CHEMBL4190330,9.4;10.22
Cc1ccc(N2CCN(CCn3c(=O)n(C)c4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1,CHEMBL4218105,CHEMBL4218105,18520680;18520683,CHEMBL4190330;CHEMBL4190330,8.85;8.96
COc1ccc(N2CCN(CCn3c(=O)n(C)c4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1,CHEMBL4213177,CHEMBL4213177,18520681;18520682,CHEMBL4190330;CHEMBL4190330,9.0;9.68
CC(C)COc1ccc(-c2c(C#N)c(N)nc(SCC(N)=O)c2C#N)cc1,CHEMBL4215145,CHEMBL4215145,18545876,CHEMBL4196073,6.51
CC(=O)Nc1ccc(-c2c(C#N)c(N)nc(SCC(N)=O)c2C#N)cc1,CHEMBL4207286,CHEMBL4207286,18545877,CHEMBL4196073,6.24
N#Cc1c(N)nc(SCc2ncc[nH]2)c(C#N)c1-c1ccc(OCC2CC2)cc1,CHEMBL4216880,CHEMBL4216880,18545878,CHEMBL4196073,6.12
N#Cc1c(N)nc(SCc2cccnc2)c(C#N)c1-c1ccc(OCC2CC2)cc1,CHEMBL4206232,CHEMBL4206232,18545879,CHEMBL4196073,6.37
CCOc1ccc(-c2c(C#N)c(N)nc(SCc3ncc[nH]3)c2C#N)cc1,CHEMBL4210592,CHEMBL4210592,18545880,CHEMBL4196073,6.66
COc1ccc(-c2cc(N)cc3nc(-c4ccco4)oc23)cc1OC,CHEMBL4277743,CHEMBL4277743,18694850,CHEMBL4251607,7.05
Nc1cc(-c2ccccn2)c2oc(-c3ccco3)nc2c1,CHEMBL4291801,CHEMBL4291801,18694851,CHEMBL4251607,6.87
Nc1cc(-c2ccccc2)c2oc(-c3ccco3)nc2c1,CHEMBL4281181,CHEMBL4281181,18694852,CHEMBL4251607,6.7
Nc1cc(-c2cccs2)c2oc(-c3ccco3)nc2c1,CHEMBL4295251,CHEMBL4295251,18694853,CHEMBL4251607,7.15
Nc1cc(-c2ccco2)c2oc(-c3ccco3)nc2c1,CHEMBL4284595,CHEMBL4284595,18694854;18694876;24772531;24772532,CHEMBL4251607;CHEMBL4251607;CHEMBL5126505;CHEMBL5126505,7.4;7.15;7.4;7.15
O=C(CN1CCCCC1)Nc1ccc2oc(-c3ccco3)nc2c1,CHEMBL4280070,CHEMBL4280070,18694855;18694857;24772465,CHEMBL4251607;CHEMBL4251607;CHEMBL5126505,6.0;6.0;6.0
Nc1cc(NC(=O)CN2CCCCC2)cc2nc(-c3ccco3)oc12,CHEMBL4284097,CHEMBL4284097,18694874;18694880,CHEMBL4251607;CHEMBL4251607,6.6;6.32
O=C(CN1CCCCC1)Nc1cc(-c2ccco2)c2oc(-c3ccco3)nc2c1,CHEMBL4287056,CHEMBL4287056,18694875;18694895,CHEMBL4251607;CHEMBL4251607,6.31;6.68
O=C(CCN1CCc2ccccc2C1)Nc1cc(-c2ccco2)c2oc(-c3ccco3)nc2c1,CHEMBL4293876,CHEMBL4293876,18694883,CHEMBL4251607,7.52
O=C(CCN1CCOCC1)Nc1cc(-c2ccco2)c2oc(-c3ccco3)nc2c1,CHEMBL4285978,CHEMBL4285978,18694884,CHEMBL4251607,7.05
O=C(CCCN1CCCCC1)Nc1cc(-c2ccco2)c2oc(-c3ccco3)nc2c1,CHEMBL4290475,CHEMBL4290475,18694885,CHEMBL4251607,7.01
O=C(CCN1CCCCC1)Nc1cc(-c2ccco2)c2oc(-c3ccco3)nc2c1,CHEMBL4282599,CHEMBL4282599,18694894,CHEMBL4251607,7.09
Nc1cc(-c2ccc(F)cc2)c2oc(-c3ccco3)nc2c1,CHEMBL4283113,CHEMBL4283113,18694898,CHEMBL4251607,6.36
CCCCn1c(=O)c2nc(C34CC5CC(CC3C5)C4)[nH]c2n(CCCC)c1=O,CHEMBL320872,CHEMBL320872,18725597,CHEMBL4257504,6.01
N.Nc1nc2c(cnn2CCCc2ccc(OCc3ccc(S(=O)(=O)O)cc3)cc2)c2nc(-c3ccco3)nn12,CHEMBL4291479,CHEMBL4300239,18746057;18746076,CHEMBL4261547;CHEMBL4261547,7.99;8.21
Nc1nc2c(cnn2CCCc2ccc(OCC(=O)NCCCCNC(=O)CCCCCNC(=O)COc3ccc(/C=C/C4=[N+]5C(=Cc6ccc(-c7cccs7)n6[B-]5(F)F)C=C4)cc3)cc2)c2nc(-c3ccco3)nn12,CHEMBL4294888,CHEMBL4294888,18746058;18746078,CHEMBL4261547;CHEMBL4261547,6.89;7.61
CCN(CC)CC.CCN(CC)CC.N=c1ccc2c(-c3ccc(C(=O)NCCCCNC(=O)COc4ccc(CCCn5ncc6c5nc(N)n5nc(-c7ccco7)nc65)cc4)cc3C(=O)O)c3ccc(N)c(S(=O)(=O)O)c3oc-2c1S(=O)(=O)O,CHEMBL4286976,CHEMBL4301888,18746077,CHEMBL4261547,7.52
CC1(C)C(/C=C/C=C/C=C2/N(CCCS(=O)(=O)O)c3ccc(S(=O)(=O)O)cc3C2(C)CCCCCC(=O)NCCCCNC(=O)COc2ccc(CCCn3ncc4c3nc(N)n3nc(-c5ccco5)nc43)cc2)=[N+](CCCS(=O)(=O)O)c2ccc(S(=O)(=O)[O-])cc21.CCN(CC)CC.CCN(CC)CC,CHEMBL4290392,CHEMBL4300043,18746079,CHEMBL4261547,6.53
CC1(C)C(/C=C/C=C/C=C2/N(CCCS(=O)(=O)O)c3ccc(S(=O)(=O)O)cc3C2(C)CCCCCC(=O)NCCNC(=O)COc2ccc(CCCn3ncc4c3nc(N)n3nc(-c5ccco5)nc43)cc2)=[N+](CCCS(=O)(=O)O)c2ccc(S(=O)(=O)[O-])cc21.CCN(CC)CC.CCN(CC)CC,CHEMBL4279740,CHEMBL4303054,18746080,CHEMBL4261547,6.48
NCCCCCCNC(=O)COc1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1,CHEMBL4293791,CHEMBL4293791,18746081,CHEMBL4261547,7.64
NCCCCCNC(=O)COc1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1,CHEMBL4283215,CHEMBL4283215,18746082,CHEMBL4261547,8.2
NCCCCNC(=O)COc1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1,CHEMBL4294350,CHEMBL4294350,18746083,CHEMBL4261547,8.19
NCCCNC(=O)COc1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1,CHEMBL4290429,CHEMBL4290429,18746084,CHEMBL4261547,8.03
CNc1ncc(C(=O)NC(C)(C)Cc2ccccc2)c2nc(-c3ccco3)nn12,CHEMBL4284249,CHEMBL4284249,18806409,CHEMBL4270622,8.21
CNc1ncc(C(=O)NCCc2ccc(OC)c(OC)c2)c2nc(-c3ccco3)nn12,CHEMBL4276999,CHEMBL4276999,18806410,CHEMBL4270622,6.77
CNc1ncc(C(=O)NCCc2ccccc2)c2nc(-c3ccco3)nn12,CHEMBL4287636,CHEMBL4287636,18806411,CHEMBL4270622,7.53
CNc1ncc(C(=O)NCc2ccc(OC)c(OC)c2)c2nc(-c3ccco3)nn12,CHEMBL4285036,CHEMBL4285036,18806412,CHEMBL4270622,6.85
CNc1ncc(C(=O)NCc2ccc(F)cc2)c2nc(-c3ccco3)nn12,CHEMBL4279509,CHEMBL4279509,18806414,CHEMBL4270622,7.32
CNc1ncc(C(=O)NCc2ccc(Cl)cc2)c2nc(-c3ccco3)nn12,CHEMBL4287429,CHEMBL4287429,18806415,CHEMBL4270622,7.23
CNc1ncc(C(=O)NCc2ccc(OC)cc2)c2nc(-c3ccco3)nn12,CHEMBL4283826,CHEMBL4283826,18806417,CHEMBL4270622,7.09
CNc1ncc(C(=O)NCc2ccc(C)cc2)c2nc(-c3ccco3)nn12,CHEMBL4286354,CHEMBL4286354,18806418,CHEMBL4270622,7.0
CNc1ncc(C(=O)NC(c2ccccc2)c2ccccc2)c2nc(-c3ccco3)nn12,CHEMBL4294246,CHEMBL4294246,18806419,CHEMBL4270622,7.21
CNc1ncc(C(=O)NCc2ccccc2)c2nc(-c3ccco3)nn12,CHEMBL4282986,CHEMBL4282986,18806420,CHEMBL4270622,7.73
CNc1ncc(C(=O)OC(C)c2ccccc2)c2nc(-c3ccco3)nn12,CHEMBL4290842,CHEMBL4290842,18806421,CHEMBL4270622,7.96
CCc1ccc(COC(=O)c2cnc(NC)n3nc(-c4ccco4)nc23)cc1,CHEMBL4294479,CHEMBL4294479,18806422,CHEMBL4270622,7.68
CNc1ncc(C(=O)OCc2ccc(F)cc2)c2nc(-c3ccco3)nn12,CHEMBL4284127,CHEMBL4284127,18806423,CHEMBL4270622,7.15
CNc1ncc(C(=O)OCc2cccc(F)c2)c2nc(-c3ccco3)nn12,CHEMBL4292571,CHEMBL4292571,18806424,CHEMBL4270622,7.49
CNc1ncc(C(=O)OCc2ccccc2Br)c2nc(-c3ccco3)nn12,CHEMBL4283359,CHEMBL4283359,18806425,CHEMBL4270622,7.61
CNc1ncc(C(=O)OCc2ccc(Cl)cc2)c2nc(-c3ccco3)nn12,CHEMBL4285236,CHEMBL4285236,18806426,CHEMBL4270622,7.14
CNc1ncc(C(=O)OCc2cccc(Cl)c2)c2nc(-c3ccco3)nn12,CHEMBL4279340,CHEMBL4279340,18806427,CHEMBL4270622,7.8
CNc1ncc(C(=O)OCc2ccccc2Cl)c2nc(-c3ccco3)nn12,CHEMBL4288178,CHEMBL4288178,18806428,CHEMBL4270622,7.5
CNc1ncc(C(=O)OCc2ccc(OC)cc2)c2nc(-c3ccco3)nn12,CHEMBL4278397,CHEMBL4278397,18806429,CHEMBL4270622,6.71
CNc1ncc(C(=O)OCc2cccc(OC)c2)c2nc(-c3ccco3)nn12,CHEMBL4278340,CHEMBL4278340,18806430,CHEMBL4270622,7.83
CNc1ncc(C(=O)OCc2ccccc2OC)c2nc(-c3ccco3)nn12,CHEMBL4295054,CHEMBL4295054,18806431,CHEMBL4270622,7.88
CNc1ncc(C(=O)OCc2ccc(C)cc2)c2nc(-c3ccco3)nn12,CHEMBL4278675,CHEMBL4278675,18806432,CHEMBL4270622,7.21
CNc1ncc(C(=O)OCc2cccc(C)c2)c2nc(-c3ccco3)nn12,CHEMBL4286593,CHEMBL4286593,18806433,CHEMBL4270622,7.68
CNc1ncc(C(=O)OCc2ccccc2C)c2nc(-c3ccco3)nn12,CHEMBL4282137,CHEMBL4282137,18806434,CHEMBL4270622,7.43
CNc1ncc(C(=O)OC(c2ccccc2)c2ccccc2)c2nc(-c3ccco3)nn12,CHEMBL4290021,CHEMBL4290021,18806435,CHEMBL4270622,6.71
CNc1ncc(C(=O)OCc2ccccc2)c2nc(-c3ccco3)nn12,CHEMBL4285563,CHEMBL4285563,18806436,CHEMBL4270622,6.94
CNc1ncc(C(=O)OC(C)C)c2nc(-c3ccco3)nn12,CHEMBL4293398,CHEMBL4293398,18806437,CHEMBL4270622,7.06
CCOC(=O)c1cnc(NN)n2nc(-c3ccco3)nc12,CHEMBL4285888,CHEMBL4285888,18806518,CHEMBL4270622,7.2
CCOC(=O)c1cnc(NCCN)n2nc(-c3ccco3)nc12,CHEMBL4281640,CHEMBL4281640,18806520,CHEMBL4270622,6.08
CCOC(=O)c1cnc(NNC(=O)OC(C)(C)C)n2nc(-c3ccco3)nc12,CHEMBL4279573,CHEMBL4279573,18806521,CHEMBL4270622,6.08
CCOC(=O)c1cnc(NCCNC(=O)OC(C)(C)C)n2nc(-c3ccco3)nc12,CHEMBL4294681,CHEMBL4294681,18806523,CHEMBL4270622,6.42
CCOC(=O)c1cnc(NNc2ccccc2)n2nc(-c3ccco3)nc12,CHEMBL4285374,CHEMBL4285374,18806524,CHEMBL4270622,7.38
COc1ccc(CNc2ncc(C(=O)NC(c3ccccc3)c3ccccc3)c3nc(-c4ccco4)nn23)cc1OC,CHEMBL4293454,CHEMBL4293454,18806526,CHEMBL4270622,6.86
CNc1ncc(C(=O)NNc2ccccc2)c2nc(-c3ccco3)nn12,CHEMBL4280829,CHEMBL4280829,18806527,CHEMBL4270622,6.47
CNc1ncc(C(=O)NCCOc2ccccc2)c2nc(-c3ccco3)nn12,CHEMBL4292148,CHEMBL4292148,18806528,CHEMBL4270622,7.42
Nc1nc(-c2ccc(NC(=O)CCNC(=O)CCCCC3CCSS3)cc2)cn2c(=O)n(-c3ccccc3)nc12,CHEMBL4452288,CHEMBL4452288,18917837;18917928,CHEMBL4321802;CHEMBL4321802,7.44;6.53
NCCC(=O)Nc1ccc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)cc1,CHEMBL4442908,CHEMBL4442908,18917838,CHEMBL4321802,9.23
C=CC(=O)Nc1ccc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)cc1,CHEMBL4452162,CHEMBL4452162,18917839,CHEMBL4321802,8.74
Nc1nc(-c2ccc(NC(=O)CCCCC3CCSS3)cc2)cn2c(=O)n(-c3ccccc3)nc12,CHEMBL4524485,CHEMBL4524485,18917840,CHEMBL4321802,8.3
Nc1nc(-c2ccc(OCCNC(=O)CCCCC3CCSS3)cc2)cn2c(=O)n(-c3ccccc3)nc12,CHEMBL4447993,CHEMBL4447993,18917842;18917927,CHEMBL4321802;CHEMBL4321802,8.62;6.94
NCCOc1ccc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)cc1,CHEMBL4466404,CHEMBL4466404,18917843,CHEMBL4321802,7.83
NC(=O)COc1ccc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)cc1,CHEMBL4439750,CHEMBL4439750,18917844,CHEMBL4321802,7.58
N#CCOc1ccc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)cc1,CHEMBL4578482,CHEMBL4578482,18917845;18917926,CHEMBL4321802;CHEMBL4321802,8.09;6.8
CC(C)(C)c1cc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)ccc1O,CHEMBL4561681,CHEMBL4561681,18917846;18917925,CHEMBL4321802;CHEMBL4321802,8.07;6.75
Cc1cc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)cc(C)c1O,CHEMBL4460201,CHEMBL4460201,18917847,CHEMBL4321802,8.6
Nc1nc(-c2cc(O)c(O)c(O)c2)cn2c(=O)n(-c3ccccc3)nc12,CHEMBL4450312,CHEMBL4450312,18917848,CHEMBL4321802,7.03
Nc1nc(-c2ccc(O)c(O)c2)cn2c(=O)n(-c3ccccc3)nc12,CHEMBL4531815,CHEMBL4531815,18917849,CHEMBL4321802,8.28
COc1cc(O)ccc1-c1cn2c(=O)n(-c3ccccc3)nc2c(N)n1,CHEMBL4455208,CHEMBL4455208,18917850,CHEMBL4321802,7.78
COc1c(C(C)(C)C)cc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)cc1C(C)(C)C,CHEMBL4560207,CHEMBL4560207,18917851,CHEMBL4321802,6.85
COc1c(C)cc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)cc1C,CHEMBL4457393,CHEMBL4457393,18917852,CHEMBL4321802,9.77
COc1cc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)cc(OC)c1OC,CHEMBL4482881,CHEMBL4482881,18917853,CHEMBL4321802,8.46
Nc1nc(-c2ccc3c(c2)OCO3)cn2c(=O)n(-c3ccccc3)nc12,CHEMBL4519655,CHEMBL4519655,18917854,CHEMBL4321802,8.13
COc1ccc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)cc1OC,CHEMBL4547517,CHEMBL4547517,18917855,CHEMBL4321802,8.24
COc1ccc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)c(OC)c1,CHEMBL4447113,CHEMBL4447113,18917856,CHEMBL4321802,8.62
CC(C)(C)c1cc(C(=O)NCCC(=O)Nc2ccc(-c3cn4c(=O)n(-c5ccccc5)nc4c(N)n3)cc2)cc(C(C)(C)C)c1O,CHEMBL4586743,CHEMBL4586743,18917879;18917929,CHEMBL4321802;CHEMBL4321802,7.26;6.58
Nc1ccc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)cc1,CHEMBL4563432,CHEMBL4563432,18917880,CHEMBL4321802,7.64
O=C(Nc1nc(-c2ccccc2)nc2sc(-c3ccco3)nc12)c1ccco1,CHEMBL4530009,CHEMBL4530009,18959577,CHEMBL4330140,6.37
O=C(Nc1nc(-c2ccccc2)nc2sc(-c3ccccc3)nc12)c1ccccc1,CHEMBL4470622,CHEMBL4470622,18959580,CHEMBL4330140,6.98
Cc1ccc(-c2nc(N)c3nc(-c4ccco4)sc3n2)o1,CHEMBL4439172,CHEMBL4439172,18959584,CHEMBL4330140,8.63
Nc1nc(-c2ccco2)nc2sc(-c3ccco3)nc12,CHEMBL4559969,CHEMBL4559969,18959585;18959648,CHEMBL4330140;CHEMBL4330140,8.47;6.52
Nc1nc(-c2cccc(O)c2)nc2sc(-c3ccco3)nc12,CHEMBL4529321,CHEMBL4529321,18959586;18959647,CHEMBL4330140;CHEMBL4330140,8.79;6.12
N#Cc1cccc(-c2nc(N)c3nc(-c4ccco4)sc3n2)c1,CHEMBL4470683,CHEMBL4470683,18959587,CHEMBL4330140,8.11
COc1cccc(-c2nc(N)c3nc(-c4ccco4)sc3n2)c1,CHEMBL4457917,CHEMBL4457917,18959588,CHEMBL4330140,8.72
COc1ccc(-c2nc(N)c3nc(-c4ccco4)sc3n2)cc1,CHEMBL4452898,CHEMBL4452898,18959589,CHEMBL4330140,7.95
Nc1nc(-c2ccc(CO)cc2)nc2sc(-c3ccco3)nc12,CHEMBL4546595,CHEMBL4546595,18959590,CHEMBL4330140,8.11
Nc1nc(-c2cccc(CO)c2)nc2sc(-c3ccco3)nc12,CHEMBL4530682,CHEMBL4530682,18959591,CHEMBL4330140,8.68
Nc1nc(-c2ccccc2)nc2sc(-c3ccco3)nc12,CHEMBL4466609,CHEMBL4466609,18959592,CHEMBL4330140,8.52
Cc1ccc(-c2nc(N)c3nc(-c4ccccc4)sc3n2)o1,CHEMBL4449436,CHEMBL4449436,18959593,CHEMBL4330140,7.65
Nc1nc(-c2ccco2)nc2sc(-c3ccccc3)nc12,CHEMBL4440137,CHEMBL4440137,18959594;18959646,CHEMBL4330140;CHEMBL4330140,8.77;6.79
Nc1nc(-c2cccc(O)c2)nc2sc(-c3ccccc3)nc12,CHEMBL4447861,CHEMBL4447861,18959595;18959645,CHEMBL4330140;CHEMBL4330140,8.3;6.2
N#Cc1cccc(-c2nc(N)c3nc(-c4ccccc4)sc3n2)c1,CHEMBL4449870,CHEMBL4449870,18959596,CHEMBL4330140,7.47
COc1cccc(-c2nc(N)c3nc(-c4ccccc4)sc3n2)c1,CHEMBL4466375,CHEMBL4466375,18959597,CHEMBL4330140,6.96
COc1ccc(-c2nc(N)c3nc(-c4ccccc4)sc3n2)cc1,CHEMBL4537666,CHEMBL4537666,18959598,CHEMBL4330140,6.94
Nc1nc(-c2ccc(CO)cc2)nc2sc(-c3ccccc3)nc12,CHEMBL4522146,CHEMBL4522146,18959599,CHEMBL4330140,7.09
Nc1nc(-c2cccc(CO)c2)nc2sc(-c3ccccc3)nc12,CHEMBL4445763,CHEMBL4445763,18959600,CHEMBL4330140,7.28
Nc1nc(-c2ccccc2)nc2sc(-c3ccccc3)nc12,CHEMBL4566909,CHEMBL4566909,18959601,CHEMBL4330140,7.72
Cc1nc(N)c2nc(-c3ccccc3)sc2n1,CHEMBL4454225,CHEMBL4454225,18959602,CHEMBL4330140,6.61
Cc1sc2nc(NC(=O)c3ccccc3)[nH]c(=O)c2c1C,CHEMBL4530036,CHEMBL4530036,18997495,CHEMBL4342407,6.19
O=C(Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12)c1cccc2ccccc12,CHEMBL4465141,CHEMBL4465141,19016083,CHEMBL4346653,6.1
CCCn1c(=O)c2[nH]c(-c3ccc(S(=O)(=O)N4CCN(c5ccc(Cl)cc5)CC4)cc3)nc2n(CC)c1=O,CHEMBL4547661,CHEMBL4547661,19016132,CHEMBL4346653,6.49
CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5ccc(Br)cc5)CC4)cc3)[nH]c2c1=O,CHEMBL4540206,CHEMBL4540206,19016133,CHEMBL4346653,7.11
CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5cccc(Br)c5)CC4)cc3)[nH]c2c1=O,CHEMBL4464522,CHEMBL4464522,19016134,CHEMBL4346653,7.03
CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5cccc(OC)c5)CC4)cc3)[nH]c2c1=O,CHEMBL4437222,CHEMBL4437222,19016135,CHEMBL4346653,6.88
CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5cccc(C)c5)CC4)cc3)[nH]c2c1=O,CHEMBL4440526,CHEMBL4440526,19016136,CHEMBL4346653,6.72
CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5ccc(N=[N+]=[N-])cc5)CC4)cc3)[nH]c2c1=O,CHEMBL4567785,CHEMBL4567785,19016137,CHEMBL4346653,6.68
